judge_id,candidate_id,case_id,run_index,correct_diagnosis_index
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2402496,0,0
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300904,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300906,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2201249,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300903,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300906,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300911,1,4
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2402496,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300905,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2211356,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300905,2,0
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2211356,0,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2211356,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300973,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2402492,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2211356,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300968,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2402496,2,0
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300905,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2402499,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300910,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2402496,1,0
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300907,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300905,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300906,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2211356,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2301032,0,0
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300903,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300910,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300973,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2402499,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2402498,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300910,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300911,1,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300905,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2201240,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2402498,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300903,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300973,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2201240,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2402498,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2211356,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300904,2,0
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2402492,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300968,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2201240,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2402498,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300905,1,0
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2201248,0,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300908,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2402493,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300908,1,0
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300905,0,0
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300910,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300968,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300904,1,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2402498,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2402499,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300905,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300907,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300903,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2402493,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2402499,0,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2201248,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2402492,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2402493,0,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2211356,1,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2402493,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2402492,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300907,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300904,0,0
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300910,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300907,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2201248,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2402498,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2201249,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2211356,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2201249,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300908,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2201249,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2402496,0,0
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300911,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300905,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300903,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300904,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2301032,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300911,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300906,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2402492,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300910,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300905,1,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2201248,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2211356,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2201240,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2402493,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2402499,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300968,1,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2201240,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2201248,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2402499,1,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2402492,1,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2201248,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300907,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300973,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2402493,1,0
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2402496,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300911,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2402498,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300911,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2301032,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2402499,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2211356,1,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2201249,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2211356,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300905,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300910,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2402499,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300911,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300968,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2201249,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300907,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300903,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2201240,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2402493,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300906,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300905,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2402496,1,0
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2201248,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300968,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2301032,0,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2402496,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300904,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2301032,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300911,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300904,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2301032,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300908,2,0
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2402493,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300904,2,0
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2402499,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2201249,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300973,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2301032,2,0
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2402493,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2402496,0,0
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2402496,1,0
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2402499,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300968,0,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300973,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2301032,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300903,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2402499,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300903,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2201240,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300907,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2402499,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300910,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2402498,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2402499,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300905,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300973,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300906,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2301032,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2402496,2,0
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300910,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300911,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2301032,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2211356,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2402493,1,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2301032,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2402496,2,0
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2201249,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300908,0,0
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300906,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300906,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2402498,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300968,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300973,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300968,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2201248,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300903,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2201248,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300905,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2402498,0,
